ECU Absolute Time,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage
2024-06-11 15:10:15.009360128+08:00,1001,0.757501585,0,0.078124736,0,8.437098036000002,-2.8127843159999983,0,5,0.0,70.78125,-5.626196088,0.9999528959999999,128,4,30.640613234,13.265619906,473,718,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.2109369340000002,0.0,1,1907,10600,1800,180.0,1,2,114,0.0,2.164,1.712,-0.004407296000000116,48,59,0.138671804,0.209960228,13.937188201,3.037099112,15.592699920000001,0.209960228
2024-06-11 15:10:15.414439936+08:00,1001,0.757501585,0,0.078124736,0,10.780823525999999,-0.4690588259999977,0,5,0.0,72.65625,-3.7512156959999885,0.9999528959999999,128,4,31.499987904,13.249994912,478,727,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.2734369180000003,0.0,1,1831,10600,1800,180.0,1,2,114,0.0,2.164,1.76,-0.004407296000000116,48,59,0.0,0.209960228,13.999686239999999,3.037099112,14.971281359999999,0.214843024
2024-06-11 15:10:15.751929088+08:00,1001,0.757501585,0,0.078124736,0,8.437098036000002,-2.8127843159999983,0,5,0.0,70.78125,-5.626196088,0.9999528959999999,128,4,30.656238228,13.249994912,473,717,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.2109369340000002,0.0,1,1890,10600,1800,180.0,1,2,114,0.0,2.164,1.712,-0.004407296000000116,48,59,0.138671804,0.209960228,13.999686239999999,3.032216316,15.4536984,0.214843024
2024-06-11 15:10:16.157497856+08:00,1001,0.757501585,0,0.07324194,0,10.312078428,-0.9378039239999971,0,5,0.0,72.65625,-3.7512156959999885,0.9999528959999999,128,4,31.499987904,13.249994912,478,721,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.2734369180000003,0.0,1,1838,10600,1800,180.0,1,2,114,0.0,2.18,1.76,-0.004407296000000116,48,59,0.0,0.209960228,13.937188201,3.02733352,15.02851728,0.209960228
2024-06-11 15:10:16.563649792+08:00,1001,0.757501585,0,0.07324194,0,8.437098036000002,-2.8127843159999983,0,5,0.0,70.78125,-5.626196088,0.9999528959999999,128,4,30.640613234,13.265619906,473,716,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.2109369340000002,0.0,1,1902,10600,1800,180.0,1,2,114,0.0,2.124,1.712,-0.004407296000000116,48,59,0.138671804,0.209960228,13.937188201,3.022450724,15.551817120000003,0.209960228
2024-06-11 15:10:16.899449088+08:00,1001,0.757501585,0,0.07324194,0,9.374588232,-1.8752941199999995,0,5,0.0,70.78125,-5.626196088,0.9999528959999999,128,4,30.984363102,13.249994912,475,718,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.238280677,0.0,1,1887,10600,1800,180.0,1,2,114,0.0,2.22,1.736,-0.004407296000000116,48,59,0.0,0.209960228,13.999686239999999,3.022450724,15.429168720000002,0.214843024
2024-06-11 15:10:17.306520064+08:00,1001,0.757501585,0,0.07324194,0,8.905843134000001,-2.344039217999999,0,5,0.0,69.84375,-6.563686283999999,0.9999528959999999,128,4,30.828113162,13.249994912,474,719,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.22656193,0.0,1,1894,10600,1800,180.0,1,2,114,0.0,2.232,1.724,-0.004407296000000116,48,59,0.138671804,0.209960228,14.062184279,3.017567928,15.48640464,0.209960228
2024-06-11 15:10:17.711132160+08:00,1001,0.757501585,0,0.07324194,0,8.905843134000001,-2.344039217999999,0,5,0.0,70.78125,-5.626196088,0.9999528959999999,128,4,30.984363102,13.249994912,475,720,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.238280677,0.0,1,1881,10600,1800,180.0,1,2,114,0.0,2.22,1.736,-0.004407296000000116,48,59,0.0,0.209960228,13.999686239999999,3.012685132,15.380109359999999,0.209960228
2024-06-11 15:10:18.116178944+08:00,1001,0.757501585,0,0.078124736,0,8.905843134000001,-2.344039217999999,0,5,0.0,69.84375,-6.563686283999999,0.9999528959999999,128,4,30.499988288,13.249994912,472,716,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.203124436,0.0,1,1889,10600,1800,180.0,1,2,114,0.0,2.132,1.708,-0.004407296000000116,48,59,0.138671804,0.209960228,13.937188201,3.012685132,15.445521840000001,0.209960228
2024-06-11 15:10:18.451757824+08:00,1001,0.757501585,0,0.078124736,0,8.905843134000001,-2.344039217999999,0,5,0.0,69.84375,-6.563686283999999,0.9999528959999999,128,4,31.484362909999998,13.249994912,478,722,-3.2767999996963226e-05,-1.6383999998481613e-05,-3.2767999996963226e-05,-1.6383999998481613e-05,2.2734369180000003,0.0,1,1887,10600,1800,180.0,1,2,114,0.0,2.156,1.76,-0.004407296000000116,48,59,0.0,0.209960228,13.937188201,3.007802336,15.429168720000002,0.214843024
